adrass,date,squre,price for meter,num of rooms,flor,year build,Day,Month,Year,total price
"הרשב""א 17",7.12.2020,65,26000,3.0,2,1998,7,12,2020,1690000.0
גור 16,6.12.2020,97,22577,4.0,3,1998,6,12,2020,2189969.0
נסיה 9,3.12.2020,41,37804,2.0,2,2005,3,12,2020,1549964.0
בן סרוק 8,30.11.2020,66,24772,3.0,3,1997,30,11,2020,1634952.0
הרב אונטרמן 4 ראשון לציון,17.11.2020,102,18627,5.0,6,2012,17,11,2020,1899954.0
"רמב""ם 43 ראשון לציון",16.11.2020,68,23750,3.0,6,1970,16,11,2020,1615000.0
גור 9,2.11.2020,67,26044,3.0,5,1996,2,11,2020,1744948.0
מלכי השקעות ברקפות מתחם א ראשון לציון,21.10.2020,158,22911,5.0,8,2019,21,10,2020,3619938.0
גדולי ישראל 11,13.10.2020,65,26153,3.0,6,2000,13,10,2020,1699945.0
"ריב""ל 12",7.10.2020,100,24000,4.5,10,1997,7,10,2020,2400000.0
מורשת ישראל 9,6.10.2020,65,22307,3.0,1,1998,6,10,2020,1449955.0
אלקבץ 5,1.9.2020,94,23936,4.0,6,1988,1,9,2020,2249984.0
מורשת ישראל 12,30.8.2020,65,27076,3.0,5,1995,30,8,2020,1759940.0
בן סרוק 10,26.8.2020,108,23750,5.0,6,1997,26,8,2020,2565000.0
אונטרמן 6,25.8.2020,97,22164,4.0,3,1993,25,8,2020,2149908.0
גור 17,13.8.2020,102,24754,5.0,3,2008,13,8,2020,2524908.0
נסיה 4,9.8.2020,121,20495,5.0,6,1999,9,8,2020,2479895.0
נחלת יהודה 73,3.8.2020,140,25535,5.0,2,2000,3,8,2020,3574900.0
אלתרמן 22,2.8.2020,104,27644,5.0,1,1998,2,8,2020,2874976.0
"ריב""ל 8",2.8.2020,94,21276,3.5,5,1995,2,8,2020,1999944.0
בן סרוק 14,21.7.2020,83,23795,4.0,2,2000,21,7,2020,1974985.0
"הרשב""א 15",16.7.2020,108,25370,5.0,9,1998,16,7,2020,2739960.0
אבן גבירול 20,16.7.2020,115,27652,5.0,0,2000,16,7,2020,3179980.0
"הרשב""א 16",14.7.2020,100,21700,4.0,7,1997,14,7,2020,2170000.0
"הרשב""א 6",8.7.2020,96,22187,4.0,3,1994,8,7,2020,2129952.0
אבא קובנר 51,6.7.2020,124,12765,5.0,3,2022,6,7,2020,1582860.0
בן סרוק 8,2.7.2020,160,20750,5.5,10,1997,2,7,2020,3320000.0
אונטרמן 1,2.7.2020,65,30000,3.0,5,1998,2,7,2020,1950000.0
קלישר 1,30.6.2020,65,24769,3.0,1,1998,30,6,2020,1609985.0
הנגיד 13,29.6.2020,81,22716,4.0,3,1998,29,6,2020,1839996.0
בן סרוק 8,25.6.2020,114,20614,4.5,3,1997,25,6,2020,2349996.0
חלומות נחלת ראשון לציון,23.6.2020,115,25582,5.0,7,2018,23,6,2020,2941930.0
אלקבץ 7,22.6.2020,94,24468,4.0,10,1997,22,6,2020,2299992.0
אבא קובנר ,10.6.2020,152,11952,6.0,3,2020,10,6,2020,1816704.0
גור 14,4.6.2020,98,21224,4.0,1,1996,4,6,2020,2079952.0
בובר מרטין 90,2.6.2020,157,23821,5.0,0,2000,2,6,2020,3739897.0
אלקבץ 3,1.6.2020,65,27384,3.0,5,1995,1,6,2020,1779960.0
הרבי מלובביץ 4,31.5.2020,65,24153,3.0,2,2000,31,5,2020,1569945.0
גור 3,21.5.2020,96,20520,4.0,1,1996,21,5,2020,1969920.0
"ריב""ל 4",17.5.2020,94,18085,4.0,1,1998,17,5,2020,1699990.0
"רמב""ם 43 ראשון לציון",14.5.2020,91,20329,4.0,5,1970,14,5,2020,1849939.0
אבא קובנר ,7.5.2020,110,13562,4.0,5,2020,7,5,2020,1491820.0
אלתרמן 12,5.5.2020,109,25688,4.0,2,1998,5,5,2020,2799992.0
אבן גבירול 18,26.4.2020,89,22696,4.0,2,1970,26,4,2020,2019944.0
קאפח 3,22.4.2020,65,22307,3.0,1,1998,22,4,2020,1449955.0
אלקבץ 9,22.3.2020,109,20183,5.0,1,2002,22,3,2020,2199947.0
אונטרמן 3,22.3.2020,65,16400,3.0,6,1997,22,3,2020,1066000.0
אבן גבירול ,15.3.2020,129,20310,5.0,22,2019,15,3,2020,2619990.0
אבא קובנר 12,5.3.2020,81,19876,4.0,2,1970,5,3,2020,1609956.0
"נריה,נרב 4",5.3.2020,72,23888,4.0,4,1998,5,3,2020,1719936.0
"ריב""ל 14",1.3.2020,105,20857,5.0,8,1997,1,3,2020,2189985.0
אלקבץ 11,24.2.2020,75,23933,3.5,2,1998,24,2,2020,1794975.0
השירה העברית 4,23.2.2020,82,23170,4.0,8,1997,23,2,2020,1899940.0
שולמית אלוני 7 ראשון לציון,20.2.2020,120,7824,5.0,1,2018,20,2,2020,938880.0
הנגיד 14,13.2.2020,117,20512,5.0,6,1997,13,2,2020,2399904.0
בן סרוק 8,11.2.2020,66,24696,3.0,2,2002,11,2,2020,1629936.0
נסיה 11,10.2.2020,120,26333,5.0,4,1998,10,2,2020,3159960.0
בן סרוק 14,9.2.2020,83,24819,4.0,8,1998,9,2,2020,2059977.0
בן סרוק 12,9.2.2020,108,23425,5.0,9,1998,9,2,2020,2529900.0
"הרשב""א 8",7.2.2020,106,23584,4.5,8,2000,7,2,2020,2499904.0
זוהר וצפריר שרבט ברקפות מתחם א' ראשון לציון,2.2.2020,144,18750,5.0,0,2020,2,2,2020,2700000.0
קאפח 3,31.1.2020,97,21134,4.0,7,1998,31,1,2020,2049998.0
קלישר 20,30.1.2020,111,28378,5.0,3,1998,30,1,2020,3149958.0
אבא קובנר ,27.1.2020,152,11907,6.0,12,2020,27,1,2020,1809864.0
אבן גבירול ,27.1.2020,105,12204,4.0,1,2020,27,1,2020,1281420.0
אבן גבירול ,27.1.2020,152,11908,6.0,14,2020,27,1,2020,1810016.0
שלונסקי 26 ראשון לציון,26.1.2020,170,21176,5.0,0,2012,26,1,2020,3599920.0
קלישר 1,22.1.2020,99,21515,4.0,2,1997,22,1,2020,2129985.0
אבא קובנר ,21.1.2020,152,11910,6.0,0,2020,21,1,2020,1810320.0
אבן גבירול ,21.1.2020,113,12110,4.0,1,2020,21,1,2020,1368430.0
הנגיד 12,19.1.2020,81,22222,4.0,1,1998,19,1,2020,1799982.0
"הרשב""א 4",16.1.2020,112,18482,5.0,1,1996,16,1,2020,2069984.0
אונטרמן 2,13.1.2020,90,23555,4.0,1,1986,13,1,2020,2119950.0
חלומות נחלת ראשון לציון,3.1.2020,98,24387,4.0,2,2018,3,1,2020,2389926.0
קלישר 6,2.1.2020,65,22307,3.0,1,1997,2,1,2020,1449955.0
הנגיד 12,25.12.2019,81,23283,4.0,8,1997,25,12,2019,1885923.0
"הרשב""א 4",25.12.2019,69,24927,3.0,4,1998,25,12,2019,1719963.0
בן סרוק 12,19.12.2019,108,19907,5.0,1,1998,19,12,2019,2149956.0
אחוזת איתמר,16.12.2019,107,19626,4.0,6,2018,16,12,2019,2099982.0
אלקבץ 11,4.12.2019,108,22152,5.0,9,1988,4,12,2019,2392416.0
קלישר 18,2.12.2019,66,25000,3.0,1,2005,2,12,2019,1650000.0
תור הזהב 11,27.11.2019,65,26538,3.0,7,1999,27,11,2019,1724970.0
נסיה 9,26.11.2019,41,37317,2.5,4,2001,26,11,2019,1529997.0
הזז 36,26.11.2019,175,20857,6.0,0,2000,26,11,2019,3649975.0
אלקבץ 5,25.11.2019,120,19541,5.0,4,1997,25,11,2019,2344920.0
"ריב""ל 8",23.11.2019,96,19791,4.0,8,1996,23,11,2019,1899936.0
בן סרוק 14,18.11.2019,83,21927,4.0,6,1998,18,11,2019,1819941.0
תור הזהב 18,17.11.2019,65,26000,3.0,7,1995,17,11,2019,1690000.0
אבן גבירול 20,13.11.2019,115,25347,5.0,0,1995,13,11,2019,2914905.0
אבן גבירול 18,12.11.2019,98,21428,4.0,1,1993,12,11,2019,2099944.0
אבן גבירול ,11.11.2019,125,12619,5.0,5,2019,11,11,2019,1577375.0
"ריב""ל 12",27.10.2019,155,20322,6.0,11,2000,27,10,2019,3149910.0
הזז 23,27.10.2019,167,20958,5.0,0,1998,27,10,2019,3499986.0
